%Pluie moyenne journalièere beterou
%2002-2008
%issu des fichiers resultats JV  Ntopamma
%date		P(mm)
22  11  03	0
23  11  03	0
24  11  03	0
25  11  03	0
26  11  03	0
27  11  03	0
28  11  03	0
29  11  03	0
30  11  03	0
01  12  03	0.0316
02  12  03	0.0851
03  12  03	0.6858
04  12  03	0
05  12  03	0
06  12  03	32.5072
07  12  03	0.4648
08  12  03	0
09  12  03	0
10  12  03	0
11  12  03	0
12  12  03	0
13  12  03	0
14  12  03	0.7358
15  12  03	0
16  12  03	0
17  12  03	0
18  12  03	0
19  12  03	0
20  12  03	0
21  12  03	0
22  12  03	0
23  12  03	0
24  12  03	0
25  12  03	0
26  12  03	0
27  12  03	0
28  12  03	0
29  12  03	0
30  12  03	0
31  12  03	0
01  01  04	0
02  01  04	0
03  01  04	0
04  01  04	0
05  01  04	0
06  01  04	0
07  01  04	0
08  01  04	0
09  01  04	0
10  01  04	0
11  01  04	0
12  01  04	0
13  01  04	0
14  01  04	0
15  01  04	0
16  01  04	0
17  01  04	0
18  01  04	0
19  01  04	0
20  01  04	0
21  01  04	37.5608
22  01  04	2.0703
23  01  04	0.1129
24  01  04	0.0298
25  01  04	0.0118
26  01  04	0
27  01  04	0
28  01  04	0
29  01  04	0
30  01  04	0
31  01  04	0.0415
01  02  04	0.008
02  02  04	0.193
03  02  04	0
04  02  04	0
05  02  04	0.0922
06  02  04	0.0137
07  02  04	0
08  02  04	0
09  02  04	0
10  02  04	0.0061
11  02  04	0.0221
12  02  04	0
13  02  04	0.0018
14  02  04	0
15  02  04	0
16  02  04	0
17  02  04	0
18  02  04	0
19  02  04	0
20  02  04	0
21  02  04	0
22  02  04	0
23  02  04	0
24  02  04	0
25  02  04	0
26  02  04	0
27  02  04	0
28  02  04	0
29  02  04	0
01  03  04	0
02  03  04	0.191
03  03  04	4.3813
04  03  04	0.1058
05  03  04	0.0076
06  03  04	0.0076
07  03  04	0.0158
08  03  04	0
09  03  04	0
10  03  04	0
11  03  04	0
12  03  04	0
13  03  04	0
14  03  04	0
15  03  04	0
16  03  04	0
17  03  04	0
18  03  04	0
19  03  04	0
20  03  04	0
21  03  04	0
22  03  04	0
23  03  04	0
24  03  04	0
25  03  04	0
26  03  04	0
27  03  04	0
28  03  04	0
29  03  04	0
30  03  04	0.0061
31  03  04	0.1624
01  04  04	2.7747
02  04  04	5.5235
03  04  04	0.0943
04  04  04	0.0076
05  04  04	0.1102
06  04  04	1.4069
07  04  04	14.333
08  04  04	0.6331
09  04  04	0.0083
10  04  04	0.0083
11  04  04	0.1549
12  04  04	6.5072
13  04  04	0.011
14  04  04	2.0761
15  04  04	0
16  04  04	7.6257
17  04  04	1.772
18  04  04	0.0515
19  04  04	0.0852
20  04  04	0.3421
21  04  04	3.707
22  04  04	2.8522
23  04  04	1.0388
24  04  04	3.1197
25  04  04	0
26  04  04	0.0462
27  04  04	13.211
28  04  04	2.022
29  04  04	17.0971
30  04  04	0.468
01  05  04	0.0109
02  05  04	0.0953
03  05  04	0.0398
04  05  04	1.5495
05  05  04	3.4873
06  05  04	14.82
07  05  04	2.1401
08  05  04	0.0001
09  05  04	0.2641
10  05  04	0
11  05  04	0.3147
12  05  04	3.7325
13  05  04	0.0267
14  05  04	0
15  05  04	11.6263
16  05  04	0.1275
17  05  04	0.1843
18  05  04	0
19  05  04	1.1541
20  05  04	3.7162
21  05  04	0.0001
22  05  04	0.2888
23  05  04	11.9453
24  05  04	0.9086
25  05  04	0.1896
26  05  04	18.5596
27  05  04	1.9073
28  05  04	0.3208
29  05  04	7.7568
30  05  04	0.3381
31  05  04	14.5808
01  06  04	0.2401
02  06  04	24.2904
03  06  04	0.9417
04  06  04	6.6443
05  06  04	0.0048
06  06  04	0.0803
07  06  04	5.8741
08  06  04	5.405
09  06  04	27.4426
10  06  04	0.9238
11  06  04	0.0895
12  06  04	25.385
13  06  04	4.5635
14  06  04	0.318
15  06  04	1.488
16  06  04	6.2101
17  06  04	32.5837
18  06  04	0.1904
19  06  04	0.0778
20  06  04	0.0705
21  06  04	6.7057
22  06  04	5.4053
23  06  04	0.2372
24  06  04	6.6372
25  06  04	11.845
26  06  04	4.4134
27  06  04	1.1497
28  06  04	16.1536
29  06  04	1.2587
30  06  04	0.0641
01  07  04	3.539
02  07  04	0.0069
03  07  04	23.1169
04  07  04	0.3314
05  07  04	8.1842
06  07  04	13.832
07  07  04	5.2248
08  07  04	0.7628
09  07  04	2.7917
10  07  04	7.9427
11  07  04	29.1357
12  07  04	0.1562
13  07  04	0.6539
14  07  04	12.6958
15  07  04	4.0095
16  07  04	3.2896
17  07  04	12.9264
18  07  04	3.3214
19  07  04	5.8351
20  07  04	3.0225
21  07  04	7.0097
22  07  04	24.2618
23  07  04	4.7208
24  07  04	24.0268
25  07  04	12.6187
26  07  04	7.2766
27  07  04	6.5758
28  07  04	9.9306
29  07  04	10.7557
30  07  04	0.6257
31  07  04	19.4532
01  08  04	1.8184
02  08  04	1.0384
03  08  04	0.9371
04  08  04	2.314
05  08  04	0.1925
06  08  04	17.6149
07  08  04	0.6858
08  08  04	0.4752
09  08  04	6.4036
10  08  04	0.2181
11  08  04	26.6635
12  08  04	2.2858
13  08  04	0.6559
14  08  04	15.8471
15  08  04	0.0871
16  08  04	6.2278
17  08  04	1.8905
18  08  04	0.162
19  08  04	3.5802
20  08  04	4.9625
21  08  04	6.4519
22  08  04	21.2807
23  08  04	39.8458
24  08  04	3.4023
25  08  04	4.2141
26  08  04	25.4195
27  08  04	4.7148
28  08  04	3.9021
29  08  04	4.5768
30  08  04	9.4157
31  08  04	14.9196
