   1.0000000e+00   1.0000000e+00   1.0700000e+00
   2.0000000e+00   1.0000000e+00   1.0000000e+00
   3.0000000e+00   1.0000000e+00   9.6000000e-01
   4.0000000e+00   1.0000000e+00   9.3000000e-01
   5.0000000e+00   1.0000000e+00   9.0000000e-01
   6.0000000e+00   1.0000000e+00   8.8000000e-01
   7.0000000e+00   1.0000000e+00   8.3000000e-01
   8.0000000e+00   1.0000000e+00   8.0000000e-01
   9.0000000e+00   1.0000000e+00   7.7000000e-01
   1.0000000e+01   1.0000000e+00   7.6000000e-01
   1.1000000e+01   1.0000000e+00   5.3000000e-01
   1.2000000e+01   1.0000000e+00   0.0000000e+00
   1.3000000e+01   1.0000000e+00   0.0000000e+00
   1.4000000e+01   1.0000000e+00   0.0000000e+00
   1.5000000e+01   1.0000000e+00   0.0000000e+00
   1.6000000e+01   1.0000000e+00   0.0000000e+00
   1.7000000e+01   1.0000000e+00   0.0000000e+00
   1.8000000e+01   1.0000000e+00   0.0000000e+00
   1.9000000e+01   1.0000000e+00   0.0000000e+00
   2.0000000e+01   1.0000000e+00   0.0000000e+00
   2.1000000e+01   1.0000000e+00   0.0000000e+00
   2.2000000e+01   1.0000000e+00   0.0000000e+00
   2.3000000e+01   1.0000000e+00   0.0000000e+00
   2.4000000e+01   1.0000000e+00   0.0000000e+00
   2.5000000e+01   1.0000000e+00   0.0000000e+00
   2.6000000e+01   1.0000000e+00   0.0000000e+00
   2.7000000e+01   1.0000000e+00   0.0000000e+00
   2.8000000e+01   1.0000000e+00   0.0000000e+00
   2.9000000e+01   1.0000000e+00   0.0000000e+00
   3.0000000e+01   1.0000000e+00   0.0000000e+00
   3.1000000e+01   1.0000000e+00   0.0000000e+00
   1.0000000e+00   2.0000000e+00   0.0000000e+00
   2.0000000e+00   2.0000000e+00   0.0000000e+00
   3.0000000e+00   2.0000000e+00   0.0000000e+00
   4.0000000e+00   2.0000000e+00   0.0000000e+00
   5.0000000e+00   2.0000000e+00   0.0000000e+00
   6.0000000e+00   2.0000000e+00   0.0000000e+00
   7.0000000e+00   2.0000000e+00   0.0000000e+00
   8.0000000e+00   2.0000000e+00   0.0000000e+00
   9.0000000e+00   2.0000000e+00   0.0000000e+00
   1.0000000e+01   2.0000000e+00   0.0000000e+00
   1.1000000e+01   2.0000000e+00   0.0000000e+00
   1.2000000e+01   2.0000000e+00   0.0000000e+00
   1.3000000e+01   2.0000000e+00   0.0000000e+00
   1.4000000e+01   2.0000000e+00   0.0000000e+00
   1.5000000e+01   2.0000000e+00   0.0000000e+00
   1.6000000e+01   2.0000000e+00   0.0000000e+00
   1.7000000e+01   2.0000000e+00   0.0000000e+00
   1.8000000e+01   2.0000000e+00   0.0000000e+00
   1.9000000e+01   2.0000000e+00   0.0000000e+00
   2.0000000e+01   2.0000000e+00   0.0000000e+00
   2.1000000e+01   2.0000000e+00   0.0000000e+00
   2.2000000e+01   2.0000000e+00   0.0000000e+00
   2.3000000e+01   2.0000000e+00   0.0000000e+00
   2.4000000e+01   2.0000000e+00   0.0000000e+00
   2.5000000e+01   2.0000000e+00   0.0000000e+00
   2.6000000e+01   2.0000000e+00   0.0000000e+00
   2.7000000e+01   2.0000000e+00   0.0000000e+00
   2.8000000e+01   2.0000000e+00   0.0000000e+00
   1.0000000e+00   3.0000000e+00   0.0000000e+00
   2.0000000e+00   3.0000000e+00   0.0000000e+00
   3.0000000e+00   3.0000000e+00   0.0000000e+00
   4.0000000e+00   3.0000000e+00   0.0000000e+00
   5.0000000e+00   3.0000000e+00   0.0000000e+00
   6.0000000e+00   3.0000000e+00   0.0000000e+00
   7.0000000e+00   3.0000000e+00   0.0000000e+00
   8.0000000e+00   3.0000000e+00   0.0000000e+00
   9.0000000e+00   3.0000000e+00   0.0000000e+00
   1.0000000e+01   3.0000000e+00   0.0000000e+00
